com.tfg.jsonbench.jackson.jmh_generated.JacksonBenchmark_deserializar_jmhTest.deserializar_AverageTime,0.3559
com.tfg.jsonbench.jackson.jmh_generated.JacksonBenchmark_deserializar_jmhTest.deserializar_AverageTime;com.tfg.jsonbench.jackson.jmh_generated.JacksonBenchmark_deserializar_jmhTest._jmh_tryInit_f_jacksonbenchmark0_0;com.tfg.jsonbench.jackson.JacksonBenchmark.preparar,4.7970
com.tfg.jsonbench.jackson.jmh_generated.JacksonBenchmark_deserializar_jmhTest.deserializar_AverageTime;com.tfg.jsonbench.jackson.jmh_generated.JacksonBenchmark_deserializar_jmhTest.deserializar_avgt_jmhStub;com.tfg.jsonbench.jackson.JacksonBenchmark.deserializar,517.3687
